stress_score,burnout_score,work_hours_per_week,sleep_hours_per_night,work_mode
4.5,4.4,45,5.1,On-site
3.5,1.2,42,6.2,On-site
7.7,6.2,47,6.7,Hybrid
4.3,3.7,48,5.2,Remote
7.6,3.6,50,5.5,On-site
8.7,7.5,42,5.3,Remote
7.7,4.9,55,6.4,On-site
9.0,8.7,48,5.1,Remote
8.2,9.4,55,5.3,Hybrid
8.1,5.4,56,8.2,Remote
10.0,9.8,52,7.2,Remote
5.3,3.2,42,6.4,On-site
8.7,8.7,56,3.6,Remote
8.3,7.5,57,4.3,Remote
8.1,5.0,47,5.0,On-site
5.0,3.3,48,6.5,On-site
8.7,4.9,43,6.5,Hybrid
9.3,7.0,44,4.7,Hybrid
5.8,3.2,51,4.8,On-site
9.7,8.7,59,5.1,Hybrid
6.7,6.8,53,6.1,Hybrid
8.3,5.8,52,6.4,Remote
5.7,2.5,44,7.3,On-site
6.8,3.6,39,6.9,Remote
4.6,4.0,42,5.2,Remote
6.6,5.3,56,7.3,On-site
7.3,4.8,53,6.5,Hybrid
6.4,4.9,37,5.8,Remote
7.6,5.3,58,7.5,Hybrid
5.5,6.8,47,5.5,Hybrid
6.7,4.0,46,6.6,Hybrid
5.9,4.5,51,7.5,Hybrid
9.8,9.1,54,5.1,Hybrid
5.3,3.9,46,6.7,Hybrid
8.1,5.3,48,7.1,Remote
6.7,3.5,48,6.9,On-site
8.6,8.1,46,5.7,On-site
5.6,3.3,45,6.2,On-site
4.7,4.5,45,4.6,Remote
6.6,3.2,50,6.7,Hybrid
8.4,8.2,46,5.1,Hybrid
4.3,3.2,42,6.1,Remote
2.1,3.2,38,5.8,On-site
9.9,8.6,46,4.8,Hybrid
2.4,0.5,47,7.6,On-site
5.5,2.9,41,5.4,Hybrid
10.0,7.6,55,5.8,Remote
6.0,5.2,49,7.5,Hybrid
5.0,2.3,47,6.8,Remote
6.4,4.2,49,6.3,Remote
8.5,7.9,41,4.9,Remote
4.3,1.0,37,6.8,Remote
3.6,2.9,51,5.0,Hybrid
8.2,4.4,53,6.8,Remote
8.6,4.6,43,6.2,Remote
4.9,5.4,45,5.3,Hybrid
10.0,9.6,50,6.1,Hybrid
8.3,8.4,51,3.3,Remote
2.0,0.0,41,7.3,Hybrid
10.0,8.6,51,4.8,Hybrid
4.9,4.5,50,6.1,Remote
4.7,2.6,51,7.5,On-site
7.0,3.7,44,6.3,Remote
4.2,2.1,44,6.2,Remote
10.0,6.7,52,4.9,Remote
1.4,2.6,43,6.4,Hybrid
8.6,4.9,43,4.9,Hybrid
6.2,7.4,52,6.0,Remote
7.8,7.5,53,7.1,Hybrid
3.3,3.8,38,6.4,Hybrid
6.9,6.0,50,5.8,On-site
10.0,10.0,46,4.5,Hybrid
6.1,4.9,49,6.5,Remote
10.0,10.0,52,5.4,Hybrid
7.7,6.5,53,5.7,On-site
3.9,1.8,35,5.1,Remote
9.5,7.7,54,6.4,Hybrid
7.2,4.8,46,5.1,Hybrid
8.0,6.5,45,5.2,Hybrid
6.9,5.3,43,6.4,Hybrid
6.1,5.1,46,4.4,Hybrid
10.0,9.2,55,6.0,Hybrid
7.6,7.4,47,5.5,Hybrid
7.6,5.4,47,5.9,Remote
9.4,7.9,48,5.7,On-site
5.2,2.7,42,6.5,Hybrid
5.8,3.3,45,4.9,Remote
8.5,9.6,54,4.9,Remote
10.0,10.0,53,7.2,Remote
8.4,8.2,53,5.5,Hybrid
6.8,5.3,51,6.8,Remote
8.3,8.7,49,4.6,Hybrid
6.0,4.6,45,6.6,On-site
6.4,5.0,53,5.7,Hybrid
8.8,6.0,39,3.6,Remote
10.0,8.0,56,6.1,Remote
7.3,6.5,45,5.3,On-site
8.4,7.2,43,4.8,On-site
4.9,4.9,45,5.3,Hybrid
10.0,9.4,45,6.1,On-site
6.9,1.4,45,6.2,Remote
7.8,8.1,49,4.5,On-site
7.9,7.0,50,4.9,Hybrid
4.2,2.1,46,5.3,Remote
8.3,3.9,53,7.8,On-site
7.2,6.1,40,6.1,Remote
7.3,4.5,51,6.9,Hybrid
5.7,3.3,44,7.3,Remote
7.2,3.6,46,7.3,On-site
8.7,6.2,44,4.3,Hybrid
8.6,5.4,44,5.2,Remote
9.2,5.8,37,7.4,On-site
8.4,6.4,52,7.5,Remote
6.1,2.5,38,6.8,On-site
4.7,6.6,49,6.1,On-site
7.3,6.6,47,5.2,Hybrid
9.4,6.4,49,5.5,Remote
10.0,9.4,49,7.6,Hybrid
3.6,3.4,59,6.1,Hybrid
5.6,4.2,48,5.0,Remote
3.8,4.0,52,6.9,Hybrid
8.3,9.8,56,3.8,Hybrid
10.0,8.0,50,5.3,On-site
5.0,2.6,44,5.5,Hybrid
5.3,3.3,49,7.1,Remote
4.4,3.5,42,5.5,On-site
10.0,10.0,58,5.1,Hybrid
9.6,9.1,55,7.1,Hybrid
10.0,10.0,42,5.6,Hybrid
4.3,2.6,48,4.3,Remote
7.9,7.0,53,6.4,Remote
3.6,2.9,42,6.5,Remote
7.6,4.2,46,7.2,On-site
7.0,4.7,49,6.3,Hybrid
6.7,4.7,50,7.6,Remote
8.2,8.0,47,5.1,Hybrid
10.0,7.4,51,7.1,Remote
8.9,5.3,46,4.4,On-site
3.0,3.3,43,6.5,Hybrid
5.4,4.3,41,5.5,On-site
8.3,8.2,51,3.1,On-site
10.0,8.8,48,5.4,Remote
7.3,4.6,48,7.5,Hybrid
7.6,5.1,48,5.3,Hybrid
9.2,7.4,48,5.5,Hybrid
7.6,5.9,44,6.5,Hybrid
10.0,7.3,48,5.5,On-site
10.0,9.1,53,5.8,Hybrid
8.0,6.6,49,4.7,On-site
8.8,5.5,41,5.1,Remote
7.6,3.1,53,7.6,Hybrid
9.9,7.4,51,5.4,Remote
6.1,2.7,39,6.7,Remote
10.0,10.0,54,6.1,Hybrid
5.3,4.0,46,6.0,Remote
4.9,4.9,41,5.4,Hybrid
7.2,5.0,46,7.1,Remote
3.7,0.0,41,5.5,Remote
5.4,4.2,44,4.0,Hybrid
8.5,3.7,50,5.6,Hybrid
7.0,5.2,53,6.3,Hybrid
5.4,2.7,42,7.0,Hybrid
5.9,5.5,42,6.7,Remote
6.3,4.4,47,6.3,On-site
10.0,8.8,48,5.9,Hybrid
3.2,3.1,39,5.1,Remote
5.3,3.3,44,3.6,On-site
7.2,8.5,53,6.3,On-site
5.9,6.6,48,3.4,On-site
4.6,2.8,36,7.7,Hybrid
2.9,0.2,47,8.0,Hybrid
8.8,7.3,47,4.7,On-site
7.2,2.1,45,7.5,Hybrid
7.3,6.2,53,5.1,On-site
8.6,4.6,47,6.8,Remote
7.3,5.9,43,6.9,Remote
10.0,8.0,45,6.5,Hybrid
9.0,7.6,55,6.7,On-site
2.3,0.0,42,6.5,Hybrid
7.6,5.4,51,5.5,Hybrid
10.0,9.4,54,4.5,On-site
7.5,5.0,44,6.9,On-site
8.7,8.0,57,5.2,Remote
7.3,5.0,41,7.9,Hybrid
5.7,4.4,48,5.7,On-site
6.4,6.4,40,5.1,On-site
4.2,4.0,50,7.7,Hybrid
8.8,8.2,56,7.3,On-site
4.3,1.8,51,6.9,On-site
9.7,7.9,47,5.3,Hybrid
10.0,10.0,54,5.1,On-site
5.0,1.3,42,6.2,On-site
8.1,5.9,51,6.9,Hybrid
6.9,2.7,47,7.4,On-site
10.0,10.0,44,6.0,Hybrid
4.4,2.5,49,6.1,Remote
8.4,8.8,53,5.4,Hybrid
5.5,2.2,47,6.2,Hybrid
4.7,2.9,35,4.6,Remote
3.6,1.3,42,5.7,Remote
6.6,3.2,42,7.6,Remote
7.5,6.7,58,6.9,Hybrid
4.5,2.5,43,5.7,Hybrid
7.8,5.8,48,7.4,Remote
10.0,7.9,59,5.5,On-site
9.1,5.8,47,7.0,On-site
7.4,4.6,43,5.6,Remote
4.5,3.7,49,7.4,Remote
7.7,5.1,42,5.8,Remote
6.7,6.4,40,6.1,Hybrid
10.0,9.8,52,5.1,Hybrid
3.3,3.8,48,6.1,Hybrid
7.4,5.3,42,6.3,On-site
6.3,5.4,41,4.7,Hybrid
3.1,0.0,45,6.2,Remote
9.2,5.4,57,7.0,Remote
5.3,2.7,46,6.4,Hybrid
7.8,7.5,45,5.0,Hybrid
6.8,3.9,35,7.3,Hybrid
9.7,8.5,54,5.8,Remote
8.8,9.5,45,5.3,Remote
7.1,4.0,48,5.5,Remote
5.5,5.4,48,5.6,Hybrid
10.0,10.0,52,4.1,Hybrid
9.3,10.0,54,4.6,On-site
8.7,6.1,50,5.7,On-site
7.4,5.1,46,6.2,Remote
7.5,4.0,49,6.8,Remote
2.8,0.2,42,6.5,Hybrid
4.7,0.5,48,6.4,Hybrid
8.7,6.3,41,5.0,Remote
9.1,6.5,51,6.1,Hybrid
7.7,6.6,45,7.1,Hybrid
6.0,0.7,39,7.1,Hybrid
6.0,4.0,44,7.1,Remote
8.1,8.3,54,5.1,On-site
4.5,1.5,41,7.5,On-site
10.0,10.0,49,5.4,On-site
9.1,7.2,49,6.5,On-site
7.2,5.7,47,5.9,Hybrid
10.0,9.2,48,4.8,Hybrid
4.6,3.7,47,7.2,Hybrid
5.3,2.5,43,7.7,Remote
6.4,5.5,35,5.7,On-site
7.1,5.3,47,4.7,Hybrid
5.2,2.7,39,5.4,Hybrid
8.3,8.4,50,7.8,On-site
5.3,5.5,45,5.0,Remote
6.5,7.3,48,5.5,Remote
10.0,8.9,46,5.7,Hybrid
10.0,7.9,39,5.5,Remote
9.0,7.2,51,4.6,On-site
6.5,3.3,47,6.2,Hybrid
9.5,5.6,37,4.9,Remote
10.0,8.9,50,5.0,Hybrid
5.1,3.7,47,6.9,Remote
6.6,6.9,46,6.1,On-site
8.1,7.8,55,5.8,Hybrid
5.1,5.6,53,6.7,On-site
6.3,4.7,36,6.3,Hybrid
10.0,6.9,44,6.6,Remote
8.2,6.1,40,6.1,Remote
8.4,7.2,55,5.2,Remote
6.0,4.0,56,6.1,Hybrid
7.7,6.4,44,5.3,Hybrid
8.2,8.3,45,5.5,Hybrid
10.0,8.1,47,5.3,Hybrid
8.2,8.1,47,5.3,On-site
4.2,4.6,57,6.3,On-site
8.9,6.4,50,6.2,On-site
4.2,3.7,43,6.5,Remote
7.7,6.9,54,4.8,Hybrid
10.0,10.0,57,4.6,On-site
6.7,5.0,39,6.4,Remote
10.0,9.5,50,4.1,On-site
5.8,6.2,48,5.7,Remote
5.5,3.6,52,5.8,Hybrid
6.1,4.9,46,6.1,On-site
10.0,10.0,51,7.0,Hybrid
10.0,9.2,38,5.7,Remote
8.7,7.5,47,4.8,Remote
6.3,5.5,47,6.0,Remote
8.2,6.1,45,5.9,On-site
4.4,1.1,42,6.7,Hybrid
7.9,4.9,47,4.8,Remote
8.3,6.4,52,7.7,Hybrid
10.0,10.0,49,7.7,Hybrid
4.8,1.7,49,7.6,Hybrid
7.0,5.9,53,7.6,On-site
10.0,9.8,52,5.7,Hybrid
10.0,7.9,46,6.1,Hybrid
5.7,0.9,46,7.2,Remote
6.7,4.2,46,4.3,On-site
6.3,3.3,47,5.9,Hybrid
7.7,5.6,45,5.3,Hybrid
6.5,6.5,45,5.9,Remote
7.7,4.3,48,6.1,Remote
10.0,10.0,50,5.4,Hybrid
8.5,5.8,50,7.2,Remote
6.3,2.6,38,5.9,On-site
4.5,3.6,46,5.8,Hybrid
9.2,8.3,54,5.7,On-site
5.5,3.2,40,6.2,Hybrid
7.3,3.5,44,4.9,Remote
3.9,3.2,41,6.1,On-site
8.1,8.2,49,4.9,Remote
3.1,0.0,39,8.3,On-site
3.7,0.0,39,5.2,Remote
7.3,7.3,54,5.3,Remote
4.3,2.0,45,6.2,On-site
10.0,8.6,46,5.9,Hybrid
9.4,8.0,56,5.7,Remote
10.0,10.0,42,3.9,Hybrid
8.3,8.6,53,5.6,On-site
8.2,4.0,44,7.1,Remote
10.0,10.0,59,6.0,Hybrid
6.4,6.2,46,6.8,Remote
5.2,3.4,43,6.5,Hybrid
5.7,3.0,49,6.5,On-site
5.6,2.9,48,7.3,Remote
10.0,10.0,58,6.9,Remote
7.6,7.4,51,4.7,Hybrid
7.6,5.7,44,4.7,On-site
8.0,6.3,48,5.8,Hybrid
8.5,4.9,47,6.0,On-site
4.3,2.4,40,7.5,Hybrid
9.1,9.2,50,5.3,Remote
10.0,10.0,49,5.5,Remote
8.1,8.1,52,6.2,Hybrid
4.7,5.0,44,6.4,Hybrid
10.0,9.0,54,6.5,Remote
10.0,10.0,43,6.2,On-site
5.5,2.8,50,6.6,On-site
8.5,6.0,44,5.4,Remote
7.4,5.1,44,4.4,Hybrid
10.0,9.8,51,6.3,Remote
10.0,7.7,44,5.0,Hybrid
9.6,8.1,55,5.4,Remote
5.6,4.9,42,5.6,On-site
10.0,8.3,44,7.6,Hybrid
8.7,6.8,60,8.0,On-site
8.0,4.3,45,6.7,On-site
8.8,9.5,49,4.6,Remote
6.7,5.3,47,6.1,Hybrid
7.6,6.8,47,6.3,Hybrid
8.8,8.2,60,6.2,Hybrid
5.5,3.2,40,6.6,On-site
7.4,7.6,47,4.1,Remote
10.0,7.7,52,6.9,Remote
9.4,6.0,46,5.9,Remote
9.7,7.9,54,7.2,Hybrid
4.5,1.9,35,5.8,Hybrid
6.6,5.0,51,6.2,Remote
6.2,3.6,48,6.2,On-site
7.6,4.5,45,5.9,Hybrid
7.8,6.8,42,7.5,Hybrid
5.2,6.7,46,4.5,Remote
7.2,3.5,47,7.1,Hybrid
8.6,7.8,49,6.8,Hybrid
6.5,4.6,38,6.8,On-site
5.6,3.6,49,6.2,On-site
10.0,10.0,58,6.8,Hybrid
10.0,6.7,47,6.6,Remote
4.7,4.4,51,6.2,On-site
3.9,1.4,42,7.4,Remote
7.8,6.1,49,4.7,On-site
4.0,0.0,43,7.7,Remote
5.0,3.9,43,6.6,On-site
10.0,10.0,55,5.8,On-site
5.2,4.0,43,5.5,Remote
8.0,3.2,43,6.7,Remote
7.7,6.5,57,7.7,Hybrid
6.1,4.4,40,5.8,On-site
5.4,4.0,43,6.4,Remote
7.6,8.3,57,4.6,Hybrid
7.2,3.1,46,6.4,Remote
3.6,0.2,38,7.8,Remote
6.1,4.5,45,6.8,Hybrid
6.5,7.4,45,8.4,Hybrid
7.2,4.0,46,5.8,Hybrid
5.6,6.2,49,7.3,Remote
7.1,7.5,49,7.3,On-site
10.0,8.1,47,5.4,Remote
9.9,7.5,40,4.7,Hybrid
10.0,4.9,41,6.9,Remote
7.6,2.4,43,7.0,Remote
6.0,4.5,46,7.3,Remote
10.0,9.6,52,4.4,On-site
7.3,7.0,48,6.3,Hybrid
6.7,4.8,50,5.4,Remote
6.6,3.8,47,5.6,Hybrid
8.8,6.3,50,6.8,Hybrid
5.6,3.4,39,6.7,Hybrid
5.8,2.1,47,5.8,Hybrid
10.0,10.0,54,4.2,On-site
10.0,6.1,49,5.1,On-site
5.8,3.1,42,6.7,Hybrid
2.3,1.6,42,7.7,Hybrid
4.6,1.8,42,5.9,On-site
7.5,4.7,40,7.5,On-site
7.7,6.6,47,5.2,On-site
7.7,7.5,54,6.5,Hybrid
7.9,5.7,44,6.1,Remote
3.8,0.0,35,7.3,Remote
7.0,5.5,44,6.5,On-site
6.6,6.5,43,5.3,Hybrid
8.6,6.7,47,6.5,Hybrid
10.0,9.7,41,5.7,Hybrid
6.1,4.8,43,6.9,On-site
6.6,3.4,42,6.9,Remote
4.9,4.8,46,5.4,Remote
10.0,9.4,52,5.6,Hybrid
6.0,5.0,51,8.2,On-site
8.0,4.4,44,6.8,On-site
5.9,5.9,43,4.9,Remote
9.6,6.7,52,8.5,Hybrid
4.9,1.0,36,6.7,Hybrid
6.6,5.6,40,5.2,Remote
5.9,2.1,38,7.9,Hybrid
8.3,6.4,47,5.1,Hybrid
6.8,5.7,50,7.0,Hybrid
6.4,4.4,49,5.7,Hybrid
4.6,0.0,47,6.3,Remote
8.4,7.2,52,4.8,Remote
4.2,2.9,41,5.4,Hybrid
10.0,10.0,58,6.3,Remote
6.3,6.1,50,5.6,On-site
7.3,2.6,46,7.5,Remote
6.5,6.0,48,6.5,Hybrid
7.8,3.8,50,7.7,Hybrid
10.0,10.0,56,4.9,On-site
8.0,5.6,51,6.4,Remote
9.7,6.5,54,6.0,On-site
5.3,6.3,56,5.6,Hybrid
8.1,5.9,44,6.2,On-site
10.0,9.4,54,6.6,Remote
8.5,10.0,57,6.2,Hybrid
10.0,9.9,51,5.8,On-site
9.3,8.5,57,6.9,On-site
5.5,4.4,42,5.3,Hybrid
10.0,10.0,50,6.2,Remote
6.9,4.5,43,6.0,Remote
8.6,4.2,48,5.8,Hybrid
10.0,10.0,58,4.6,Remote
4.6,1.2,40,7.1,On-site
4.1,2.4,45,6.6,Remote
10.0,7.0,54,5.3,On-site
4.3,4.1,42,4.3,Hybrid
5.8,1.9,40,6.5,Hybrid
4.3,1.8,45,6.5,Hybrid
7.5,8.1,50,5.6,On-site
9.6,6.6,46,5.0,Hybrid
4.6,3.2,53,6.2,Hybrid
8.7,6.0,49,7.5,Remote
8.9,5.0,44,5.3,Hybrid
7.0,4.9,48,7.2,On-site
4.1,4.0,54,6.7,Remote
7.6,4.8,50,6.4,On-site
8.1,4.0,48,7.2,Hybrid
6.5,4.1,49,5.3,Hybrid
6.9,3.4,46,6.7,Remote
5.1,5.1,45,4.0,Remote
7.3,5.8,45,5.4,On-site
6.7,4.4,47,7.5,Remote
7.4,5.2,43,4.6,Hybrid
6.7,5.3,49,6.4,Hybrid
3.1,1.1,43,5.5,Hybrid
3.4,5.5,45,6.6,Hybrid
9.7,7.3,45,7.3,On-site
6.5,5.9,42,4.5,Remote
8.4,6.2,46,5.6,Remote
3.3,2.4,44,5.8,Remote
6.6,3.6,47,5.8,Hybrid
6.6,5.7,50,6.5,Remote
10.0,7.4,47,5.8,Remote
5.2,4.8,43,4.6,On-site
6.8,6.4,53,5.7,Hybrid
5.5,5.9,50,7.6,Remote
6.4,4.6,48,7.1,On-site
8.3,9.8,56,5.7,Hybrid
5.8,4.6,39,4.9,On-site
5.0,2.6,40,8.4,Remote
6.8,7.2,44,6.0,Remote
6.7,5.4,37,6.6,On-site
7.1,4.9,49,7.6,On-site
10.0,7.8,59,7.4,Hybrid
7.1,6.6,45,4.8,Hybrid
4.1,1.3,45,7.2,Remote
5.3,4.6,49,6.2,On-site
9.1,9.2,53,6.2,Remote
9.4,5.7,46,5.8,Remote
4.3,3.1,52,6.9,Hybrid
4.4,2.5,55,7.4,On-site
8.5,6.0,55,7.5,Remote
9.2,7.0,49,5.9,On-site
10.0,8.6,48,5.7,Hybrid
9.6,10.0,46,3.5,Hybrid
4.3,3.3,37,6.0,Remote
7.7,6.0,52,6.2,On-site
6.0,3.8,42,6.3,Remote
4.7,0.3,43,6.7,Hybrid
8.8,8.6,53,5.7,Hybrid
5.3,3.5,54,6.9,Hybrid
9.8,5.9,45,6.9,Hybrid
6.5,5.1,46,5.5,Remote
7.3,8.0,41,5.9,Remote
3.8,2.5,43,6.2,Remote
7.7,7.4,59,6.2,Hybrid
4.8,3.2,54,8.3,On-site
10.0,9.8,53,8.0,On-site
10.0,7.7,52,6.4,Remote
5.6,3.5,42,6.9,Hybrid
8.3,8.1,44,5.4,Hybrid
5.1,2.1,42,7.4,On-site
10.0,10.0,60,5.6,Hybrid
6.9,7.5,50,4.6,On-site
4.9,6.5,51,5.6,Hybrid
10.0,10.0,55,7.5,Hybrid
6.7,6.9,54,6.9,Hybrid
3.9,2.9,39,6.2,Hybrid
4.5,0.0,41,7.9,On-site
5.4,3.9,50,7.1,Hybrid
8.8,6.6,44,6.1,Hybrid
8.9,10.0,55,4.4,Remote
6.9,3.0,35,6.0,Remote
8.1,5.8,46,5.6,Hybrid
10.0,9.9,49,5.1,On-site
5.0,5.0,55,5.7,Hybrid
8.8,5.8,55,8.1,Hybrid
10.0,10.0,56,6.0,On-site
5.2,3.4,49,6.2,Remote
9.6,7.0,44,4.9,Remote
5.7,1.1,39,7.2,Hybrid
8.7,7.2,43,6.2,Hybrid
9.4,7.3,52,6.2,Remote
7.4,5.6,48,6.7,Remote
5.2,3.6,43,6.3,Remote
10.0,10.0,58,6.5,On-site
4.6,5.3,41,4.1,On-site
9.7,6.3,55,7.5,Hybrid
3.0,0.3,39,6.2,On-site
9.6,6.3,45,6.6,Remote
9.5,9.9,55,4.5,On-site
5.7,3.3,41,5.4,Remote
6.4,3.5,44,6.2,On-site
5.9,0.0,42,7.4,Remote
8.2,7.8,54,7.6,Hybrid
10.0,9.8,44,5.5,On-site
8.7,5.8,53,4.7,Remote
7.9,6.6,53,6.8,On-site
7.5,5.6,37,5.6,Hybrid
3.3,0.2,35,5.5,On-site
10.0,10.0,56,4.4,Hybrid
9.1,7.7,49,6.0,On-site
8.8,6.8,41,5.2,Hybrid
9.5,10.0,56,6.3,On-site
5.9,3.7,38,5.7,Hybrid
5.7,2.9,40,6.8,Remote
7.6,6.1,50,5.8,On-site
10.0,9.7,45,6.6,Hybrid
5.8,5.2,48,6.0,Hybrid
10.0,8.3,51,5.8,Hybrid
5.4,1.9,37,6.0,On-site
5.7,4.4,48,6.7,Hybrid
10.0,6.9,42,4.7,Hybrid
8.3,4.6,46,6.9,Remote
7.8,7.3,45,5.5,Hybrid
5.9,5.0,46,6.8,On-site
6.9,3.1,44,6.7,Hybrid
5.7,5.1,36,6.8,On-site
7.4,8.4,43,5.7,Remote
10.0,10.0,53,4.7,Remote
4.1,1.6,45,7.9,Hybrid
9.0,5.8,47,6.9,Hybrid
7.3,6.4,45,5.4,Hybrid
10.0,9.2,51,6.3,On-site
9.6,6.2,36,5.3,Remote
6.2,4.9,49,6.0,Remote
7.5,8.3,52,4.2,On-site
10.0,6.7,55,6.5,Remote
9.3,8.6,51,6.9,On-site
4.8,4.0,49,5.7,Remote
10.0,6.7,47,5.3,Hybrid
7.0,4.1,46,8.0,On-site
10.0,6.2,50,6.1,Hybrid
7.5,6.6,47,7.1,Hybrid
6.5,1.9,44,5.9,On-site
8.6,7.6,43,5.0,Remote
6.0,4.8,45,6.8,Remote
6.4,4.6,35,6.5,Remote
3.7,1.1,52,6.4,On-site
7.0,5.7,44,6.0,Remote
5.4,4.6,46,5.5,Hybrid
4.6,0.2,38,6.1,On-site
8.4,4.7,45,5.1,Hybrid
7.1,5.3,41,5.6,Hybrid
3.7,2.0,47,6.7,On-site
10.0,10.0,50,4.7,On-site
8.2,4.7,51,5.9,Hybrid
10.0,10.0,48,6.4,On-site
10.0,10.0,52,6.1,Hybrid
6.5,5.8,49,6.8,Hybrid
3.8,0.0,44,7.1,Remote
9.5,8.1,58,6.5,Hybrid
9.7,7.8,51,5.6,Remote
8.9,7.3,44,4.4,Hybrid
10.0,7.9,48,6.4,On-site
5.2,0.6,39,8.2,Remote
8.4,8.2,50,5.2,Hybrid
4.4,2.5,39,7.3,Remote
10.0,10.0,54,4.6,Remote
6.9,6.1,58,7.2,On-site
6.0,5.7,51,5.9,Remote
7.7,5.9,44,5.4,Remote
8.4,6.7,44,5.3,Hybrid
9.7,8.0,50,5.3,Hybrid
5.4,2.2,47,6.3,Remote
3.2,2.0,50,8.8,On-site
4.7,0.7,41,8.3,Remote
4.3,0.0,46,5.6,Remote
8.6,6.0,43,5.2,Hybrid
5.7,3.4,52,6.5,Hybrid
6.3,4.1,46,6.1,Remote
4.2,2.3,53,5.2,Hybrid
6.1,5.0,58,6.4,On-site
8.0,6.7,51,7.8,On-site
5.1,4.0,46,3.3,Remote
8.1,5.3,49,6.6,Remote
6.2,5.5,53,7.1,On-site
3.9,4.0,49,6.0,Remote
7.6,6.5,52,5.3,Remote
3.4,0.2,50,7.9,Remote
6.9,7.3,52,4.7,Hybrid
5.6,6.5,52,5.4,Hybrid
10.0,9.3,45,6.1,Hybrid
5.6,3.6,35,6.2,Hybrid
10.0,10.0,50,6.3,On-site
7.5,4.2,53,6.6,On-site
4.6,4.7,48,6.8,Hybrid
10.0,9.5,49,6.1,Hybrid
9.4,4.9,49,8.4,On-site
9.0,7.8,44,5.2,Hybrid
7.2,5.8,46,4.4,Remote
7.4,4.9,47,3.9,Hybrid
9.2,6.3,45,4.6,Remote
6.4,4.4,48,8.4,Hybrid
9.9,6.8,53,4.9,Remote
4.5,3.4,37,5.7,On-site
3.1,0.0,41,8.5,On-site
5.8,4.9,51,6.0,On-site
6.4,7.2,48,6.5,Hybrid
8.0,6.4,50,5.6,On-site
3.3,1.3,42,5.9,Remote
10.0,8.0,50,5.7,Remote
6.3,3.8,35,4.5,Hybrid
7.2,5.8,50,5.2,Hybrid
3.3,3.4,40,5.8,Hybrid
5.2,5.4,47,6.2,Hybrid
6.1,6.0,54,5.6,Remote
10.0,9.1,46,6.5,Hybrid
4.3,4.1,49,6.1,Hybrid
6.3,4.0,38,5.2,Hybrid
9.8,6.1,43,4.8,Hybrid
6.8,6.3,45,7.2,On-site
5.7,4.6,47,6.0,Remote
10.0,10.0,52,4.9,Hybrid
5.6,5.4,45,5.4,Hybrid
7.2,5.0,51,7.0,On-site
4.3,3.0,46,6.0,On-site
10.0,10.0,58,4.5,Remote
7.6,5.7,49,7.5,Hybrid
8.5,5.8,47,7.1,Hybrid
3.4,2.3,38,6.1,On-site
7.4,7.2,44,7.1,Remote
4.9,5.1,51,5.4,On-site
8.9,7.1,50,6.6,On-site
6.4,6.6,48,4.6,Hybrid
9.5,6.8,54,6.3,On-site
7.6,6.3,47,7.1,On-site
8.0,5.3,41,6.8,On-site
9.9,10.0,50,6.0,Hybrid
6.6,4.6,50,5.4,Hybrid
8.2,4.7,44,4.9,Remote
9.4,10.0,52,4.2,Remote
7.0,5.0,46,4.7,On-site
7.6,6.0,48,6.5,Hybrid
7.3,6.5,57,6.6,Hybrid
7.2,4.7,49,8.6,Hybrid
10.0,10.0,58,5.4,Remote
5.9,3.3,36,3.5,Hybrid
6.0,5.8,54,7.2,On-site
6.1,3.7,38,5.9,Hybrid
8.4,6.2,47,5.4,Hybrid
5.0,4.3,43,3.9,On-site
8.2,7.1,41,6.0,Hybrid
5.7,3.0,48,4.7,Hybrid
3.4,0.3,46,6.5,Hybrid
9.2,9.8,50,4.9,Hybrid
6.3,5.1,40,4.6,Hybrid
10.0,7.6,42,6.2,On-site
5.9,8.6,45,5.7,On-site
5.9,2.3,42,7.2,Hybrid
2.4,2.0,43,6.1,On-site
6.4,4.9,48,5.5,Hybrid
9.1,9.9,52,6.0,Hybrid
6.9,4.5,47,6.3,Hybrid
9.0,5.7,46,5.5,Hybrid
8.1,8.0,50,4.8,Hybrid
8.9,7.8,51,6.3,Remote
7.2,4.6,47,5.8,Hybrid
5.0,5.1,46,5.9,Hybrid
10.0,10.0,49,4.2,Remote
8.2,5.0,43,5.5,Remote
2.9,1.9,45,6.4,On-site
5.0,3.2,43,4.9,Hybrid
3.1,0.1,49,7.2,Remote
3.5,0.0,42,7.5,Hybrid
5.8,4.1,47,5.3,Hybrid
9.4,9.9,44,4.8,Hybrid
7.4,4.7,41,5.0,On-site
3.3,0.4,42,6.3,Hybrid
9.4,9.3,61,5.7,On-site
3.8,3.6,35,5.5,Hybrid
7.2,5.9,53,5.4,On-site
6.0,3.8,42,6.4,Hybrid
1.3,0.0,49,7.0,On-site
9.5,9.1,57,6.6,On-site
7.4,7.1,55,5.6,Hybrid
6.0,1.8,46,5.9,Remote
7.2,5.0,40,6.9,On-site
6.5,5.0,48,4.7,On-site
7.8,4.7,47,7.6,On-site
10.0,8.0,45,5.3,Remote
9.1,6.1,50,6.0,Hybrid
6.2,3.1,54,7.2,Hybrid
7.6,6.9,51,5.5,Hybrid
7.5,6.0,45,6.3,Hybrid
9.5,9.2,47,4.1,Hybrid
10.0,8.8,48,5.1,Hybrid
6.9,8.8,52,4.8,Hybrid
4.3,3.3,53,6.2,On-site
