job_role,seniority_level,years_experience,years_at_company,company_size,industry,work_mode,salary_usd,work_hours_per_week,meetings_per_day,team_size,sleep_hours_per_night,exercise_days_per_week,vacation_days_taken,therapy_access,uses_therapy,ai_tools_daily,manager_support_score,work_life_balance_score,job_satisfaction_score,social_support_score,deadline_pressure_score,autonomy_score
Software Engineer,Mid,14,3.0,Startup (1-50),Consulting,Hybrid,67382,52,3.8,6,5.6,0,16,0,0,0,9.7,6.4,4.4,6.5,6.6,7.3
Product Manager,Mid,8,0.7,Small (51-200),Fintech,Remote,40000,40,4.4,15,5.7,5,0,0,0,1,6.8,2.5,1.9,4.9,8.6,6.1
Cloud Engineer,Mid,6,0.3,Large (1001-5000),Consulting,Remote,74712,57,4.0,14,6.8,1,17,0,0,0,5.1,8.7,2.8,3.6,5.6,7.2
Frontend Developer,Mid,6,6.0,Large (1001-5000),E-commerce,Hybrid,40000,44,5.6,26,7.2,2,18,1,1,1,3.5,6.1,3.4,3.6,4.5,5.6
Cloud Engineer,Junior,16,2.3,Large (1001-5000),Healthcare Tech,On-site,89772,48,4.4,6,4.5,4,14,0,0,1,7.2,7.3,6.2,4.2,6.5,6.2
Product Manager,Junior,5,2.4,Mid (201-1000),AI / ML Startup,On-site,81587,51,1.7,20,5.4,5,12,1,1,1,6.4,6.2,6.1,7.4,5.5,5.4
Full Stack Developer,Junior,0,2.1,Large (1001-5000),AI / ML Startup,Remote,64307,53,2.1,21,5.5,3,11,1,0,0,8.7,1.7,3.1,5.8,6.6,8.4
Frontend Developer,Junior,13,0.5,Small (51-200),SaaS / Cloud,Remote,43354,35,2.4,5,6.2,0,14,0,0,1,4.3,4.9,2.1,2.4,7.8,6.6
Full Stack Developer,Senior,13,3.0,Mid (201-1000),Fintech,On-site,40000,42,1.8,6,6.7,5,15,0,0,1,7.0,7.0,5.0,9.5,5.7,6.7
Product Manager,Senior,2,4.3,Large (1001-5000),Cybersecurity,Remote,48690,50,3.8,20,6.4,3,14,1,0,1,8.0,1.0,4.8,7.3,8.7,6.6
Software Engineer,Manager,5,0.3,Large (1001-5000),Consulting,On-site,46405,51,5.0,10,8.3,2,11,0,0,1,7.2,3.7,7.4,5.2,3.9,4.4
ML Engineer,Mid,1,4.6,Startup (1-50),Social Media / AdTech,Remote,92329,43,3.6,3,6.6,2,21,1,1,0,2.2,3.3,5.1,3.1,5.9,5.3
Data Analyst,Junior,9,0.1,Large (1001-5000),Healthcare Tech,Remote,40000,50,2.8,7,5.9,4,12,0,0,1,6.6,3.0,1.0,8.3,8.1,7.1
Software Engineer,Principal,0,0.7,Large (1001-5000),SaaS / Cloud,Remote,199344,56,3.6,6,5.9,3,4,1,1,1,7.7,1.0,8.2,5.0,6.7,5.3
Data Scientist,Manager,20,3.9,Small (51-200),E-commerce,Remote,168138,58,4.6,18,7.8,2,10,1,1,1,7.6,4.3,6.7,7.3,7.0,4.8
Data Analyst,Junior,14,3.3,Enterprise (5000+),SaaS / Cloud,Hybrid,63797,49,1.9,30,5.8,3,7,1,1,0,5.1,5.1,4.8,4.5,7.3,8.0
Product Manager,Lead,18,2.2,Small (51-200),SaaS / Cloud,On-site,50887,47,8.9,17,5.2,2,23,0,0,1,2.2,5.4,4.6,8.7,6.9,8.3
Data Scientist,Mid,2,3.6,Startup (1-50),SaaS / Cloud,Hybrid,40000,35,0.9,2,7.1,1,14,1,0,1,8.1,1.0,1.6,7.3,6.4,4.3
Data Analyst,Mid,15,1.1,Mid (201-1000),E-commerce,Hybrid,60760,48,2.5,16,6.8,3,7,0,0,0,6.7,6.2,1.4,7.0,5.3,6.1
Software Engineer,Senior,8,3.4,Large (1001-5000),Healthcare Tech,On-site,122500,50,2.7,23,5.9,5,11,0,0,1,4.5,7.4,8.0,6.3,4.8,2.3
Software Engineer,Mid,17,1.7,Enterprise (5000+),Fintech,Hybrid,88364,46,3.4,27,7.6,2,11,0,0,1,10.0,5.5,5.8,8.5,5.9,4.7
Backend Developer,Principal,16,6.0,Startup (1-50),Enterprise Software,Remote,119110,61,1.8,5,8.1,3,9,0,0,1,7.1,5.2,4.6,5.0,6.4,6.1
Product Manager,Lead,15,3.7,Mid (201-1000),Cybersecurity,On-site,166169,49,6.8,15,7.2,2,5,1,1,0,1.9,5.3,6.9,7.2,5.0,7.3
Full Stack Developer,Mid,8,7.8,Startup (1-50),AI / ML Startup,Remote,55653,51,4.5,7,7.4,4,12,0,0,0,4.3,6.4,4.6,5.7,8.8,6.7
Frontend Developer,Lead,9,2.1,Large (1001-5000),Cybersecurity,Remote,95583,51,8.0,10,6.2,7,9,0,0,1,3.4,2.7,7.2,7.3,5.8,4.1
Software Engineer,Senior,1,0.1,Large (1001-5000),Fintech,Remote,40000,45,0.9,7,5.9,5,14,1,0,0,4.1,7.9,4.5,4.1,7.0,3.5
Software Engineer,Senior,13,1.3,Enterprise (5000+),Fintech,Remote,131667,51,4.0,35,7.3,5,10,0,0,1,6.1,1.9,6.7,4.9,7.9,5.1
Cloud Engineer,Lead,3,0.3,Startup (1-50),E-commerce,Remote,131408,43,6.9,3,6.0,0,12,1,0,1,4.7,4.2,5.5,1.8,4.3,6.0
Data Analyst,Junior,0,4.7,Small (51-200),Fintech,Hybrid,40474,46,3.0,13,6.5,2,2,1,0,1,7.6,10.0,4.9,3.6,7.2,4.9
Software Engineer,Mid,11,4.2,Mid (201-1000),Cybersecurity,On-site,98795,59,4.6,16,5.5,3,20,0,0,1,5.0,4.6,6.0,6.2,10.0,7.1
Software Engineer,Principal,10,2.6,Small (51-200),Consulting,On-site,111150,48,2.4,10,5.5,4,18,0,0,1,7.6,6.3,7.0,5.1,4.2,5.1
Backend Developer,Mid,9,2.0,Small (51-200),E-commerce,Hybrid,74414,47,4.8,6,6.9,3,13,1,0,1,2.7,9.1,3.4,3.1,3.7,5.3
Software Engineer,Lead,15,4.6,Small (51-200),Fintech,Remote,40000,47,7.4,10,5.8,2,3,0,0,1,6.1,5.6,5.8,1.6,6.9,7.3
ML Engineer,Mid,15,0.3,Startup (1-50),Consulting,On-site,83747,54,1.9,3,6.2,1,12,0,0,0,3.5,3.9,5.2,5.1,5.4,5.1
Cybersecurity Engineer,Mid,9,0.9,Large (1001-5000),Fintech,Hybrid,40000,47,3.5,19,4.5,1,9,0,0,1,3.6,6.9,7.6,3.4,6.8,6.9
Data Analyst,Lead,6,2.1,Large (1001-5000),Healthcare Tech,Hybrid,84783,53,4.3,22,6.4,1,14,0,0,1,5.5,6.7,7.2,7.9,6.8,5.7
Frontend Developer,Senior,7,0.5,Large (1001-5000),Cybersecurity,Hybrid,40000,42,2.3,5,7.0,5,14,1,1,1,5.9,7.5,2.2,9.3,3.7,5.9
Data Scientist,Junior,4,0.4,Startup (1-50),Cybersecurity,Hybrid,54746,44,4.7,4,4.5,2,7,0,0,0,9.1,2.4,3.3,6.9,5.8,8.4
Software Engineer,Senior,25,1.5,Large (1001-5000),AI / ML Startup,Hybrid,134763,41,3.7,19,6.5,5,26,1,1,0,4.8,6.9,7.4,5.3,6.9,5.6
Cybersecurity Engineer,Junior,8,0.8,Startup (1-50),E-commerce,Remote,46134,43,4.3,5,5.9,6,11,0,0,0,3.8,5.3,1.0,7.3,4.2,6.0
Data Scientist,Principal,8,3.2,Small (51-200),Healthcare Tech,Hybrid,190134,39,1.0,19,3.7,7,3,0,0,1,5.6,7.4,6.3,9.3,6.5,4.9
ML Engineer,Mid,9,2.9,Enterprise (5000+),SaaS / Cloud,Hybrid,74719,39,2.4,59,5.8,5,18,0,0,1,3.9,6.7,5.5,7.5,5.1,6.6
Cloud Engineer,Junior,4,6.7,Startup (1-50),SaaS / Cloud,Remote,48579,49,4.6,8,6.5,5,13,0,0,0,7.4,2.8,4.0,4.8,6.3,7.3
Frontend Developer,Mid,13,0.1,Large (1001-5000),AI / ML Startup,On-site,92703,54,1.6,29,5.1,4,2,1,0,1,8.3,4.5,4.6,6.0,7.5,5.7
Software Engineer,Junior,16,6.0,Startup (1-50),Enterprise Software,Remote,40000,40,2.2,6,6.6,7,16,0,0,1,8.4,1.7,4.2,6.0,3.7,3.9
Software Engineer,Mid,12,1.2,Mid (201-1000),SaaS / Cloud,Remote,76975,48,3.1,6,5.3,0,8,1,1,1,4.5,8.4,5.8,2.7,8.0,6.7
Backend Developer,Senior,9,2.2,Mid (201-1000),SaaS / Cloud,On-site,92646,41,2.6,9,5.5,3,20,0,0,1,4.3,6.1,5.1,4.3,4.1,4.3
ML Engineer,Junior,4,6.9,Enterprise (5000+),E-commerce,Hybrid,93301,53,0.6,36,4.5,4,15,0,0,1,3.5,4.7,7.7,6.9,5.8,7.0
ML Engineer,Senior,4,3.3,Small (51-200),Enterprise Software,Remote,109117,45,5.8,10,6.5,2,10,0,0,1,5.9,1.5,7.9,6.5,9.1,5.6
Cloud Engineer,Junior,7,2.2,Enterprise (5000+),E-commerce,On-site,69878,45,2.7,24,6.8,0,14,1,0,1,5.8,3.2,5.2,3.3,5.8,4.7
ML Engineer,Mid,9,0.3,Enterprise (5000+),Healthcare Tech,Hybrid,116282,53,4.6,21,6.2,4,11,1,0,1,6.8,9.2,7.4,6.3,3.0,6.9
Frontend Developer,Lead,16,3.1,Large (1001-5000),AI / ML Startup,Remote,125644,45,10.6,15,4.7,6,3,1,0,1,4.2,2.7,6.9,6.1,8.2,4.5
Data Scientist,Junior,15,5.1,Small (51-200),SaaS / Cloud,Remote,40000,49,2.8,29,6.6,5,5,0,0,1,3.8,2.4,7.2,7.9,5.5,5.0
ML Engineer,Senior,18,1.3,Large (1001-5000),Healthcare Tech,Hybrid,119771,40,4.2,16,5.9,2,12,0,0,0,9.5,6.0,5.4,4.7,5.4,4.8
Software Engineer,Mid,9,1.7,Small (51-200),E-commerce,Remote,88158,42,4.2,23,8.3,3,20,1,1,1,6.7,3.9,6.9,8.7,5.3,7.4
Data Scientist,Principal,12,9.3,Startup (1-50),Healthcare Tech,Remote,47735,51,1.5,2,6.2,0,10,0,0,0,3.1,5.7,6.2,4.2,6.1,3.5
DevOps Engineer,Senior,12,1.6,Small (51-200),SaaS / Cloud,Hybrid,66748,50,4.6,24,6.3,4,19,0,0,1,7.5,4.0,4.2,6.2,4.7,6.4
Cybersecurity Engineer,Mid,2,0.8,Large (1001-5000),Gaming,Hybrid,69853,45,2.8,13,5.7,0,10,0,0,0,8.2,4.9,2.1,3.0,5.7,4.4
Full Stack Developer,Junior,2,0.3,Mid (201-1000),Healthcare Tech,Hybrid,54248,45,4.9,21,5.7,6,22,0,0,1,5.7,7.0,5.3,7.0,5.5,7.5
ML Engineer,Mid,3,0.8,Startup (1-50),Social Media / AdTech,Remote,116225,36,5.5,2,6.4,2,8,0,0,1,5.2,8.3,4.3,8.6,8.0,5.2
ML Engineer,Junior,5,1.0,Startup (1-50),AI / ML Startup,Hybrid,40000,47,1.1,8,5.1,4,3,0,0,0,8.3,5.0,4.9,10.0,5.6,3.4
QA Engineer,Senior,1,2.9,Mid (201-1000),Fintech,Remote,90249,41,2.9,14,5.6,2,16,1,0,1,7.7,4.6,4.3,1.8,7.5,10.0
Data Scientist,Manager,17,0.6,Enterprise (5000+),Gaming,Remote,164125,47,5.6,54,5.4,5,4,0,0,1,5.3,6.3,9.8,5.6,8.9,6.1
Data Scientist,Mid,8,0.1,Large (1001-5000),Fintech,On-site,111412,41,2.3,21,8.0,5,11,0,0,0,4.4,3.9,6.7,3.9,7.2,2.2
DevOps Engineer,Junior,8,7.4,Small (51-200),E-commerce,Remote,44828,43,3.8,10,4.9,3,13,0,0,1,5.7,1.0,2.3,2.9,6.3,5.2
DevOps Engineer,Lead,10,0.4,Startup (1-50),SaaS / Cloud,Hybrid,157515,51,6.6,8,5.3,1,19,0,0,1,6.0,4.9,5.0,5.4,4.6,7.1
Backend Developer,Junior,6,3.6,Mid (201-1000),E-commerce,Remote,68884,46,5.4,13,5.5,2,29,0,0,1,7.3,5.9,3.8,4.9,4.3,6.2
DevOps Engineer,Lead,5,5.6,Mid (201-1000),SaaS / Cloud,On-site,42356,55,5.0,9,5.0,2,3,0,0,1,4.5,6.5,5.8,7.0,9.0,3.3
Data Analyst,Senior,8,6.8,Mid (201-1000),AI / ML Startup,Remote,40000,39,0.6,7,3.8,3,24,1,1,1,4.9,4.2,4.7,5.9,8.8,8.1
Data Analyst,Senior,8,3.0,Startup (1-50),Fintech,Hybrid,71759,48,2.4,7,6.4,4,4,0,0,1,5.5,6.9,5.8,4.7,7.0,1.0
Data Scientist,Senior,8,1.5,Mid (201-1000),SaaS / Cloud,Hybrid,40000,52,3.5,16,6.7,2,3,1,0,0,3.0,5.5,7.5,5.2,4.8,3.9
Data Scientist,Senior,7,2.2,Mid (201-1000),SaaS / Cloud,Hybrid,124986,49,4.1,22,5.5,5,24,1,0,0,5.4,3.8,3.9,5.5,5.7,8.1
ML Engineer,Manager,7,0.1,Mid (201-1000),SaaS / Cloud,On-site,148508,53,7.9,20,6.2,3,10,0,0,1,5.3,2.5,4.8,4.8,6.4,3.9
Cloud Engineer,Mid,2,2.0,Enterprise (5000+),Healthcare Tech,Remote,81678,49,1.8,55,6.0,0,11,0,0,1,8.1,4.7,4.3,4.1,5.5,4.1
Backend Developer,Lead,10,2.0,Large (1001-5000),SaaS / Cloud,On-site,129147,49,9.4,29,5.8,5,7,0,0,1,6.0,6.8,4.7,7.2,6.0,3.8
Software Engineer,Mid,4,8.6,Startup (1-50),Fintech,Remote,40000,51,1.9,2,5.5,2,16,1,0,1,5.4,3.7,8.1,9.9,4.6,8.2
ML Engineer,Mid,3,0.6,Large (1001-5000),Fintech,Remote,92344,44,4.2,13,7.6,4,7,1,1,0,8.3,7.5,2.2,4.2,6.4,9.8
Software Engineer,Junior,15,0.2,Startup (1-50),Social Media / AdTech,Remote,49291,46,1.6,6,3.4,4,9,0,0,1,3.6,1.0,4.0,4.7,3.7,7.6
Product Manager,Junior,1,0.2,Small (51-200),AI / ML Startup,Remote,40000,35,1.6,19,5.5,0,12,0,0,1,8.7,3.1,3.0,2.0,7.1,6.2
Software Engineer,Mid,18,0.2,Startup (1-50),AI / ML Startup,Remote,56264,42,2.5,4,6.4,3,18,1,0,0,6.3,2.3,5.1,8.0,9.4,7.0
Software Engineer,Junior,10,0.1,Mid (201-1000),E-commerce,Hybrid,48193,47,0.0,15,8.3,6,14,0,0,0,9.1,7.7,2.9,8.1,2.7,5.2
Data Scientist,Junior,3,2.4,Enterprise (5000+),Social Media / AdTech,Hybrid,40000,48,7.0,40,6.0,3,15,1,0,1,7.6,4.0,7.0,7.1,5.3,6.9
Software Engineer,Senior,0,0.6,Mid (201-1000),Fintech,Hybrid,120523,51,1.6,7,5.3,3,4,0,0,0,7.2,6.5,2.1,4.2,5.3,5.3
Product Manager,Junior,1,0.6,Mid (201-1000),AI / ML Startup,On-site,78942,38,3.5,16,7.1,7,15,0,0,1,6.5,2.5,4.7,5.1,7.2,1.0
Data Analyst,Senior,8,2.3,Enterprise (5000+),SaaS / Cloud,Hybrid,84126,48,5.0,50,7.3,1,18,1,0,1,5.5,4.6,4.4,5.8,5.8,5.3
DevOps Engineer,Manager,12,0.5,Startup (1-50),SaaS / Cloud,On-site,46061,47,7.3,2,5.6,3,7,0,0,0,10.0,4.0,3.1,6.1,6.6,6.8
Product Manager,Lead,5,3.9,Mid (201-1000),Fintech,Hybrid,127609,47,4.8,5,5.9,0,13,1,0,1,6.2,6.4,7.7,4.7,6.1,7.3
Cybersecurity Engineer,Senior,10,3.9,Large (1001-5000),Social Media / AdTech,Remote,100489,42,2.3,28,6.2,2,6,0,0,1,7.0,1.9,4.5,7.1,7.7,8.8
DevOps Engineer,Junior,8,7.7,Enterprise (5000+),Social Media / AdTech,Remote,59197,35,4.1,36,5.7,2,19,1,0,1,6.7,7.0,1.2,6.3,10.0,2.2
Frontend Developer,Manager,12,4.3,Startup (1-50),AI / ML Startup,Hybrid,143233,48,5.8,5,5.7,7,1,0,0,1,2.2,7.4,4.1,5.7,7.7,4.0
Full Stack Developer,Senior,11,2.2,Mid (201-1000),Consulting,On-site,124678,44,4.0,23,5.2,4,4,1,0,0,8.7,3.9,5.8,5.9,6.9,6.5
Product Manager,Senior,4,15.0,Small (51-200),SaaS / Cloud,Remote,40000,50,3.6,16,7.1,2,14,0,0,1,6.1,8.8,5.4,6.5,3.3,7.3
Product Manager,Mid,15,2.0,Small (51-200),Healthcare Tech,Hybrid,97626,50,1.4,12,4.6,2,9,1,1,1,6.9,6.4,4.5,4.4,8.5,5.6
Backend Developer,Mid,12,0.8,Large (1001-5000),Consulting,Remote,79699,52,4.7,29,6.2,2,13,0,0,1,4.5,5.9,2.4,3.5,5.7,3.2
Data Analyst,Junior,11,6.0,Mid (201-1000),Enterprise Software,On-site,40000,43,2.6,23,6.6,3,6,1,1,1,6.7,3.4,2.2,8.5,4.2,3.8
Cybersecurity Engineer,Mid,20,1.0,Large (1001-5000),Fintech,Hybrid,43761,41,4.1,10,7.5,4,6,0,0,1,5.0,7.6,5.7,6.7,8.5,5.1
Full Stack Developer,Mid,6,10.1,Mid (201-1000),Healthcare Tech,Hybrid,77878,48,5.4,26,7.3,2,17,0,0,0,10.0,5.3,6.1,3.1,5.2,3.1
DevOps Engineer,Senior,10,1.0,Mid (201-1000),Gaming,On-site,105204,41,3.4,14,6.7,6,6,0,0,1,4.7,6.2,6.0,5.5,8.1,4.8
Software Engineer,Senior,12,1.9,Startup (1-50),Healthcare Tech,Hybrid,40000,37,3.5,6,4.7,1,12,0,0,1,6.2,4.5,2.7,3.4,8.7,5.1
Cloud Engineer,Mid,2,0.1,Startup (1-50),Fintech,On-site,78113,39,3.8,8,6.2,2,0,0,0,1,8.3,7.8,3.3,6.2,7.7,5.0
Product Manager,Junior,11,1.5,Large (1001-5000),SaaS / Cloud,Hybrid,40000,48,4.7,28,5.6,2,13,0,0,1,6.2,7.3,5.9,6.6,3.8,4.7
Frontend Developer,Manager,12,2.0,Mid (201-1000),E-commerce,Hybrid,45339,47,6.4,10,4.5,1,6,1,0,1,3.1,6.4,3.1,4.9,10.0,4.3
Data Analyst,Senior,2,6.5,Small (51-200),E-commerce,On-site,72306,49,2.7,28,7.4,3,13,0,0,1,6.2,8.2,5.6,6.9,7.3,6.1
Software Engineer,Senior,4,0.1,Large (1001-5000),Enterprise Software,Remote,155272,45,3.3,29,5.6,1,18,1,0,1,6.4,6.6,5.8,5.1,9.2,4.2
ML Engineer,Mid,5,11.6,Large (1001-5000),Fintech,Hybrid,40000,40,4.3,23,6.1,2,10,0,0,0,4.6,9.2,3.6,5.8,9.9,1.3
Full Stack Developer,Principal,14,3.9,Small (51-200),Fintech,Remote,58401,49,3.1,24,6.1,0,16,0,0,0,8.4,3.5,4.8,5.7,9.7,5.5
Software Engineer,Junior,2,1.5,Mid (201-1000),Fintech,On-site,60459,42,3.7,26,5.9,3,1,0,0,1,5.4,2.1,2.6,6.4,5.4,6.8
Product Manager,Mid,16,0.6,Small (51-200),Fintech,Hybrid,108518,47,1.7,18,6.0,3,2,0,0,1,10.0,5.1,4.8,7.6,6.5,2.5
Cybersecurity Engineer,Lead,6,8.0,Mid (201-1000),AI / ML Startup,Remote,44969,53,5.6,8,6.1,4,15,0,0,1,5.9,6.5,5.5,4.1,6.0,6.5
DevOps Engineer,Lead,10,1.3,Enterprise (5000+),Social Media / AdTech,Hybrid,122615,58,4.9,34,5.1,0,10,0,0,1,5.0,5.2,6.8,5.0,7.3,4.3
QA Engineer,Senior,3,4.1,Mid (201-1000),SaaS / Cloud,Hybrid,99692,48,4.2,29,6.6,2,10,1,0,1,6.5,1.4,3.3,5.5,6.6,2.7
DevOps Engineer,Senior,13,1.1,Large (1001-5000),SaaS / Cloud,On-site,113789,44,1.5,20,7.3,1,14,1,1,1,8.3,9.7,6.6,3.6,5.7,7.3
Software Engineer,Junior,8,3.1,Startup (1-50),AI / ML Startup,On-site,47729,45,1.4,8,5.9,3,6,0,0,1,7.3,6.4,5.9,4.3,7.4,3.4
Product Manager,Principal,0,0.4,Large (1001-5000),Consulting,On-site,177455,56,4.7,7,6.9,1,26,0,0,1,7.5,4.1,5.2,7.5,3.5,5.4
Software Engineer,Manager,20,5.1,Startup (1-50),Gaming,Hybrid,41193,54,9.0,3,7.1,2,6,1,0,1,6.1,10.0,5.3,9.0,7.6,5.7
DevOps Engineer,Mid,4,1.5,Startup (1-50),Enterprise Software,Hybrid,66518,42,3.8,5,6.6,3,15,0,0,1,4.5,4.3,3.5,5.0,5.9,4.6
Full Stack Developer,Junior,24,7.2,Startup (1-50),Cybersecurity,Hybrid,52767,49,2.9,2,5.5,4,15,1,0,1,6.6,4.8,2.3,7.9,7.9,3.7
ML Engineer,Lead,6,0.2,Large (1001-5000),Enterprise Software,Remote,169699,57,5.2,12,8.2,1,26,0,0,1,9.7,4.5,3.6,4.5,7.1,7.2
Full Stack Developer,Mid,12,3.3,Enterprise (5000+),Fintech,Remote,87529,49,2.3,47,6.9,3,18,1,0,0,4.3,6.7,3.4,2.5,8.1,8.3
Data Scientist,Mid,3,1.1,Mid (201-1000),Consulting,Remote,65439,52,4.1,16,7.3,3,5,1,0,1,7.4,5.5,2.0,3.2,6.7,6.6
Product Manager,Manager,6,6.5,Mid (201-1000),Cybersecurity,On-site,110383,54,6.9,18,8.3,3,10,1,1,1,4.8,6.5,4.0,8.5,7.0,5.3
DevOps Engineer,Mid,6,8.3,Startup (1-50),Enterprise Software,Hybrid,40000,37,3.4,5,6.2,3,12,1,0,1,6.6,8.3,7.6,8.1,5.2,6.2
Software Engineer,Junior,15,3.1,Large (1001-5000),Enterprise Software,Hybrid,57783,49,3.2,14,5.2,3,16,0,0,0,3.2,4.4,1.6,5.6,7.4,3.8
Data Scientist,Lead,6,0.8,Mid (201-1000),E-commerce,Remote,44213,45,6.3,14,5.5,2,29,1,0,1,5.8,4.5,2.1,4.7,7.8,5.7
Cybersecurity Engineer,Mid,25,1.4,Mid (201-1000),E-commerce,On-site,40000,50,4.5,18,5.6,7,21,1,1,1,4.7,4.2,3.5,6.1,7.1,5.2
Frontend Developer,Mid,8,0.2,Startup (1-50),SaaS / Cloud,Remote,69714,42,4.5,2,6.3,3,1,0,0,1,6.1,3.1,2.1,6.4,6.0,3.1
ML Engineer,Junior,0,0.9,Mid (201-1000),AI / ML Startup,Hybrid,78504,48,4.2,26,6.8,3,19,0,0,1,2.7,3.3,3.0,7.6,4.5,7.4
Cloud Engineer,Senior,17,0.8,Mid (201-1000),E-commerce,Hybrid,104103,55,0.9,5,7.4,3,17,0,0,1,4.1,4.5,5.0,5.4,5.5,4.7
Full Stack Developer,Mid,0,1.2,Large (1001-5000),Enterprise Software,On-site,40000,49,3.9,7,7.3,4,11,1,0,1,2.8,5.1,3.8,9.2,8.1,2.1
DevOps Engineer,Senior,18,6.4,Small (51-200),E-commerce,Remote,94822,45,1.5,23,6.3,5,17,0,0,1,9.1,5.0,8.3,5.2,7.6,6.1
Software Engineer,Manager,0,1.2,Large (1001-5000),SaaS / Cloud,On-site,130097,47,5.5,19,6.0,2,16,0,0,1,6.3,4.1,7.5,4.8,7.0,7.2
ML Engineer,Senior,10,4.2,Small (51-200),Social Media / AdTech,Remote,93528,43,2.6,14,6.6,2,12,1,0,1,6.1,2.4,4.3,1.5,5.6,7.4
DevOps Engineer,Senior,21,4.9,Startup (1-50),Cybersecurity,Hybrid,89172,44,4.2,2,3.9,1,19,0,0,0,9.0,6.0,2.1,6.9,5.7,3.2
DevOps Engineer,Senior,0,0.5,Enterprise (5000+),SaaS / Cloud,Remote,110659,46,2.4,59,7.5,3,8,0,0,1,2.3,3.6,5.1,7.2,5.3,5.0
Product Manager,Junior,11,1.4,Enterprise (5000+),E-commerce,Hybrid,40000,42,5.6,59,5.3,4,7,0,0,1,5.1,7.6,3.4,5.0,8.9,7.1
Full Stack Developer,Lead,4,1.7,Small (51-200),Gaming,Remote,79620,48,7.6,9,7.4,0,16,0,0,1,5.5,3.6,6.0,1.0,7.4,9.2
Backend Developer,Lead,21,3.4,Small (51-200),Healthcare Tech,Hybrid,94537,47,5.1,5,6.6,1,1,1,1,1,3.0,4.6,2.8,5.9,7.0,5.6
Software Engineer,Mid,1,1.6,Mid (201-1000),AI / ML Startup,Hybrid,75439,40,2.1,28,6.2,5,12,0,0,1,6.8,5.2,3.4,3.1,7.6,8.0
Software Engineer,Mid,10,3.5,Mid (201-1000),AI / ML Startup,Hybrid,75476,44,2.4,29,7.2,3,14,1,0,1,6.0,5.4,4.7,3.4,6.7,5.5
Cloud Engineer,Senior,14,0.5,Mid (201-1000),Fintech,Remote,42463,44,2.4,22,7.7,5,9,0,0,1,8.4,4.6,1.0,3.1,8.4,7.2
Software Engineer,Senior,16,0.2,Small (51-200),Gaming,On-site,122313,50,1.5,16,5.8,3,13,1,1,1,4.7,5.5,5.0,7.9,7.5,5.3
Backend Developer,Senior,12,0.7,Small (51-200),Fintech,On-site,117691,44,6.2,6,5.4,4,12,0,0,1,4.7,7.7,7.9,5.1,6.8,4.0
Software Engineer,Senior,0,0.3,Mid (201-1000),SaaS / Cloud,Hybrid,43727,49,3.5,10,6.3,0,18,0,0,1,7.6,5.8,1.0,8.2,6.8,6.3
Product Manager,Senior,10,0.5,Mid (201-1000),Enterprise Software,On-site,119597,47,3.2,19,5.2,0,13,0,0,1,9.8,4.6,5.6,4.2,6.8,6.1
Software Engineer,Junior,1,5.2,Small (51-200),SaaS / Cloud,Hybrid,56178,40,4.3,15,6.0,0,14,1,0,1,1.0,4.6,3.3,7.2,5.6,5.1
Software Engineer,Lead,3,1.1,Startup (1-50),Consulting,Remote,105936,60,5.6,2,6.3,5,14,0,0,1,4.3,6.9,1.6,5.0,5.2,9.8
Product Manager,Junior,1,0.7,Mid (201-1000),Consulting,Remote,86895,41,2.4,24,6.1,4,15,1,0,1,1.4,3.6,4.7,6.3,7.3,9.2
Software Engineer,Mid,19,2.7,Mid (201-1000),Fintech,On-site,40000,41,4.3,22,5.5,0,14,0,0,1,4.3,4.8,7.3,4.6,9.4,6.6
Full Stack Developer,Senior,2,2.1,Startup (1-50),Fintech,Hybrid,40000,44,3.7,6,7.2,5,15,0,0,1,5.6,7.3,1.2,4.5,6.4,5.8
Data Scientist,Manager,0,4.0,Small (51-200),SaaS / Cloud,Remote,155354,50,7.6,5,4.7,3,9,0,0,1,5.6,3.1,6.6,1.6,6.0,3.1
Data Analyst,Lead,2,3.5,Small (51-200),Healthcare Tech,Hybrid,92470,47,7.4,29,5.9,2,15,0,0,1,3.5,5.0,7.4,7.1,5.1,7.0
Data Analyst,Principal,10,0.9,Startup (1-50),SaaS / Cloud,Hybrid,99976,49,4.5,3,5.2,3,14,1,1,1,1.9,4.8,5.4,6.1,3.0,5.4
Software Engineer,Junior,19,0.2,Mid (201-1000),Social Media / AdTech,Hybrid,43642,39,3.0,7,6.2,4,7,0,0,1,10.0,7.7,3.0,5.6,4.7,7.4
Software Engineer,Junior,6,0.4,Enterprise (5000+),SaaS / Cloud,Hybrid,40000,46,1.9,42,6.0,0,12,0,0,1,5.9,5.5,4.3,5.2,6.9,4.8
Software Engineer,Mid,8,2.2,Startup (1-50),SaaS / Cloud,Hybrid,40000,53,4.8,7,5.2,4,16,0,0,1,8.4,2.0,4.9,7.0,6.4,6.1
Cybersecurity Engineer,Junior,14,7.4,Mid (201-1000),E-commerce,On-site,67298,52,3.0,19,5.7,3,10,1,0,1,3.1,3.8,4.1,6.0,9.1,6.8
Software Engineer,Senior,11,4.5,Mid (201-1000),E-commerce,Hybrid,79306,45,1.4,27,6.4,5,12,0,0,1,5.0,3.7,6.5,5.8,3.0,5.5
